Location,Indicator,Period,First Tooltip
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,8.4 [4.7-17.2]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,8.5 [4.7-17.5]
Luxembourg,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,8.7 [4.8-18.0]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,37.7 [23.0-54.5]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,37.5 [23.8-52.7]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,37.4 [25.0-51.1]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,37.3 [26.2-50.0]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,37.2 [26.9-48.8]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,37.2 [27.6-47.9]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,37.2 [28.3-47.1]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,37.3 [28.8-46.7]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,37.4 [29.5-46.5]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,37.7 [30.0-46.1]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,38.1 [30.7-46.3]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,38.7 [31.6-46.4]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,39.3 [32.1-46.6]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,39.8 [32.7-47.1]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,40.3 [33.4-47.5]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,40.9 [33.9-48.2]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,41.4 [34.2-48.7]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,41.8 [34.5-49.2]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,42.0 [34.7-49.7]
Madagascar,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,42.3 [34.7-50.3]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,30.6 [22.1-41.1]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,30.2 [22.8-38.9]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,29.9 [23.4-37.3]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,29.6 [23.9-36.3]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,29.5 [24.1-35.5]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,29.4 [24.4-35.2]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,29.4 [24.4-35.1]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,29.6 [24.5-35.4]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,29.9 [24.7-36.0]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,30.5 [25.1-36.5]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,31.3 [25.9-37.6]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,32.3 [26.6-39.0]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,33.3 [27.3-40.2]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,34.2 [28.0-41.3]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,35.0 [28.5-42.3]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,35.7 [28.9-43.1]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,36.1 [29.1-43.8]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,36.4 [29.1-44.6]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,36.7 [29.1-45.6]
Malawi,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,37.1 [28.6-46.7]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,32.0 [25.6-38.2]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,31.6 [25.6-37.2]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,31.3 [25.3-36.6]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,30.9 [24.7-36.3]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,30.7 [24.2-36.2]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,30.4 [23.6-36.5]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,30.1 [22.8-36.8]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,30.0 [22.1-37.2]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,30.2 [21.9-37.9]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,30.4 [21.5-38.6]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,30.6 [21.4-39.5]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,31.0 [21.5-40.1]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,31.4 [21.4-40.9]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,31.9 [21.7-41.8]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,32.4 [22.0-42.6]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,32.8 [22.3-43.3]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,33.4 [22.5-44.2]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,34.1 [23.1-45.4]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,34.6 [23.3-46.1]
Malaysia,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,35.0 [23.5-46.7]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,52.3 [38.9-66.7]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,51.4 [38.8-64.3]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,50.4 [38.8-62.4]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,49.4 [38.5-60.5]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,48.3 [38.2-58.8]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,47.3 [37.8-57.3]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,46.3 [37.4-55.9]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,45.5 [36.8-55.1]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,44.8 [36.3-54.3]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,44.4 [36.1-53.6]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,44.1 [36.0-53.2]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,44.1 [36.3-53.0]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,44.2 [36.5-52.9]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,44.4 [36.7-53.4]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,44.7 [37.1-53.6]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,45.0 [37.4-53.8]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,45.6 [37.5-54.4]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,46.2 [38.0-55.3]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,47.0 [38.1-56.2]
Maldives,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,47.9 [38.4-57.8]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,59.0 [48.8-67.7]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,58.8 [49.5-66.6]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,58.6 [50.0-65.8]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,58.4 [50.5-65.0]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,58.2 [50.6-64.7]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,58.0 [50.9-64.6]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,58.0 [51.0-64.5]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,58.0 [51.1-64.5]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,58.2 [51.1-64.8]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,58.5 [51.6-65.0]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,58.9 [52.1-65.4]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,59.4 [52.8-66.0]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,60.0 [53.4-66.3]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,60.5 [54.0-66.6]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,61.0 [54.7-67.1]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,61.5 [55.3-67.5]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,62.0 [55.7-68.0]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,62.3 [55.9-68.3]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,62.7 [55.9-69.0]
Mali,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,63.1 [55.6-69.9]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,13.6 [6.3-33.0]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,13.2 [6.4-32.1]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,12.8 [6.4-30.1]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,12.6 [6.4-29.2]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,12.4 [6.4-28.8]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,12.2 [6.4-28.0]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,12.2 [6.4-27.7]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,12.1 [6.4-27.1]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,12.1 [6.4-26.7]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,12.1 [6.4-26.6]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,12.1 [6.4-26.7]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,12.2 [6.4-26.7]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,12.2 [6.4-26.7]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,12.3 [6.4-26.7]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,12.4 [6.4-26.8]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,12.6 [6.5-26.9]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,12.8 [6.5-27.3]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,13.0 [6.6-27.9]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,13.2 [6.6-28.2]
Malta,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,13.5 [6.6-28.7]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,30.0 [13.4-52.2]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,29.8 [13.6-51.1]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,29.6 [13.9-49.8]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,29.4 [14.2-48.7]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,29.1 [14.3-47.9]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,28.9 [14.3-47.5]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,28.9 [14.4-47.6]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,28.8 [14.6-47.1]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,28.8 [14.7-47.5]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,28.7 [14.4-47.7]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,28.8 [14.5-47.7]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,29.0 [14.8-48.1]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,29.1 [14.8-48.4]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,29.2 [14.6-48.8]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,29.3 [14.6-48.8]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,29.3 [14.6-48.8]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,29.4 [14.5-48.3]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,29.4 [14.6-48.8]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,29.6 [14.6-49.1]
Marshall Islands,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,29.8 [14.4-49.3]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,42.8 [22.7-67.7]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,42.9 [23.3-66.9]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,43.1 [23.8-66.5]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,43.3 [24.2-66.1]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,43.6 [24.6-65.9]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,43.8 [25.0-66.4]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,44.2 [25.5-66.8]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,44.5 [25.9-66.9]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,44.9 [26.5-66.7]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,45.3 [27.0-66.4]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,45.7 [27.2-66.6]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,46.1 [27.5-67.2]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,46.5 [27.7-67.5]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,46.8 [27.8-68.1]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,47.1 [28.0-68.6]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,47.2 [27.9-69.0]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,47.4 [28.0-68.8]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,47.6 [27.9-69.6]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,47.8 [27.9-69.8]
Mauritania,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,48.0 [28.2-70.2]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,23.4 [7.8-46.4]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,22.6 [7.9-44.2]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,21.9 [7.9-42.8]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,21.2 [7.9-41.2]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,20.5 [7.9-40.0]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,20.0 [7.8-38.6]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,19.4 [7.8-37.1]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,19.0 [7.6-35.7]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,18.6 [7.6-34.5]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,18.4 [7.6-33.9]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,18.3 [7.7-33.8]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,18.3 [7.8-33.5]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,18.3 [8.0-33.3]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,18.3 [8.0-32.8]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,18.3 [8.2-32.4]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,18.2 [8.3-32.0]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,18.1 [8.4-31.6]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,18.0 [8.5-31.0]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,18.0 [8.7-30.6]
Mauritius,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,17.9 [8.8-30.7]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,15.1 [8.3-25.1]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,14.9 [8.6-23.5]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,14.8 [9.0-22.4]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,14.8 [9.4-21.6]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,14.9 [9.9-21.1]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,15.1 [10.3-21.0]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,15.3 [10.7-20.9]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,15.6 [11.1-21.0]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,16.0 [11.6-21.4]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,16.5 [12.1-21.7]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,17.0 [12.8-22.2]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,17.6 [13.5-22.6]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,18.2 [14.1-23.0]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,18.9 [14.7-23.5]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,19.5 [15.4-24.0]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2004,20.2 [16.1-24.5]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2003,20.8 [16.8-25.2]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2002,21.5 [17.6-26.0]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2001,22.3 [17.9-26.9]
Mexico,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2000,23.2 [18.5-28.2]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019,24.4 [10.0-42.5]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2018,23.9 [10.3-41.0]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,23.6 [10.5-40.3]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2016,23.2 [10.8-39.1]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2015,22.8 [10.9-37.8]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2014,22.4 [10.9-37.1]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013,22.2 [11.1-36.2]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2012,21.9 [11.0-35.8]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2011,21.7 [11.1-35.2]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2010,21.4 [11.0-34.9]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2009,21.3 [11.1-34.6]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2008,21.2 [11.1-34.2]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2007,21.2 [11.1-34.0]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2006,21.0 [11.0-33.7]
Micronesia (Federated States of),Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2005,20.8 [11.0-33.4]
